id,Elecciones,Partido,Porcentaje,Votos,Participacion,Electores,Votantes,Bancas
"BUENOS AIRES","GENERALES 2021","JUNTOS","39.81","3480298","72.89","12530612","9133379","15"
"BUENOS AIRES","GENERALES 2021","FRENTE DE TODOS","38.53","3368310","72.89","12530612","9133379","15"
"BUENOS AIRES","GENERALES 2021","AVANZA LIBERTAD","7.51","656498","72.89","12530612","9133379","2"
"BUENOS AIRES","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","6.83","596723","72.89","12530612","9133379","2"
"BUENOS AIRES","GENERALES 2021","FRENTE VAMOS CON VOS","4.37","382445","72.89","12530612","9133379","1"
"BUENOS AIRES","GENERALES 2021","BLANCO","3.11","284351","72.89","12530612","9133379",""
"BUENOS AIRES","GENERALES 2021","VALORES","2.95","257568","72.89","12530612","9133379",""
"BUENOS AIRES","GENERALES 2021","NULO","1.08","98972","72.89","12530612","9133379",""
"BUENOS AIRES","GENERALES 2021","IMPUGNADO","0.05","4539","72.89","12530612","9133379",""
"CATAMARCA","GENERALES 2021","FRENTE DE TODOS","50.57","101515","67.15","323750","217392","2"
"CATAMARCA","GENERALES 2021","JUNTOS POR EL CAMBIO","37.22","74709","67.15","323750","217392","1"
"CATAMARCA","GENERALES 2021","BLANCO","6.32","13730","67.15","323750","217392",""
"CATAMARCA","GENERALES 2021","FRENTE AMPLIO CATAMARQUEÑO","5","10045","67.15","323750","217392",""
"CATAMARCA","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","4.26","8548","67.15","323750","217392",""
"CATAMARCA","GENERALES 2021","CORRIENTE DE PENSAMIENTO BONAERENSE","2.95","5930","67.15","323750","217392",""
"CATAMARCA","GENERALES 2021","NULO","1.26","2747","67.15","323750","217392",""
"CATAMARCA","GENERALES 2021","IMPUGNADO","0.08","168","67.15","323750","217392",""
"CHACO","GENERALES 2021","FRENTE DE TODOS","44.33","263929","65.85","949658","625387","2"
"CHACO","GENERALES 2021","CHACO CAMBIA + JUNTOS POR EL CAMBIO","42.76","254546","65.85","949658","625387","2"
"CHACO","GENERALES 2021","FRENTE INTEGRADOR","8.21","48884","65.85","949658","625387",""
"CHACO","GENERALES 2021","BLANCO","3.6","22506","65.85","949658","625387",""
"CHACO","GENERALES 2021","DEL OBRERO","2.54","15100","65.85","949658","625387",""
"CHACO","GENERALES 2021","FRENTE VAMOS CON VOS","2.16","12848","65.85","949658","625387",""
"CHACO","GENERALES 2021","NULO","1.17","7345","65.85","949658","625387",""
"CHACO","GENERALES 2021","IMPUGNADO","0.04","229","65.85","949658","625387",""
"CHUBUT","GENERALES 2021","JUNTOS POR EL CAMBIO CHUBUT","37.95","108556","69.32","442209","306554","1"
"CHUBUT","GENERALES 2021","FRENTE DE TODOS","28.32","80988","69.32","442209","306554","1"
"CHUBUT","GENERALES 2021","INDEPENDIENTE DEL CHUBUT","15.14","43291","69.32","442209","306554",""
"CHUBUT","GENERALES 2021","CHUBUT SOMOS TODOS","10.07","28793","69.32","442209","306554",""
"CHUBUT","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","8.53","24390","69.32","442209","306554",""
"CHUBUT","GENERALES 2021","NULO","3.87","11860","69.32","442209","306554",""
"CHUBUT","GENERALES 2021","BLANCO","2.77","8499","69.32","442209","306554",""
"CHUBUT","GENERALES 2021","IMPUGNADO","0.06","175","69.32","442209","306554",""
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","JUNTOS POR EL CAMBIO","47.01","855562","73.38","2535912","1860754","7"
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","FRENTE DE TODOS","25.11","456876","73.38","2535912","1860754","3"
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","LA LIBERTAD AVANZA","17.04","310036","73.38","2535912","1860754","2"
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","7.77","141349","73.38","2535912","1860754","1"
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","AUTODETERMINACIÓN Y LIBERTAD","3.08","55965","73.38","2535912","1860754",""
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","NULO","1.22","22736","73.38","2535912","1860754",""
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","BLANCO","0.94","17563","73.38","2535912","1860754",""
"CIUDAD AUTONOMA DE BUENOS AIRES","GENERALES 2021","IMPUGNADO","0.04","667","73.38","2535912","1860754",""
"CORDOBA","GENERALES 2021","JUNTOS POR EL CAMBIO","54.04","1059399","68","2975889","2023579","6"
"CORDOBA","GENERALES 2021","HACEMOS POR CORDOBA","25.01","490235","68","2975889","2023579","2"
"CORDOBA","GENERALES 2021","FRENTE DE TODOS","10.49","205581","68","2975889","2023579","1"
"CORDOBA","GENERALES 2021","ENCUENTRO VECINAL CORDOBA","3.81","74727","68","2975889","2023579",""
"CORDOBA","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","3.54","69399","68","2975889","2023579",""
"CORDOBA","GENERALES 2021","LA LIBERTAD AVANZA","2.27","44542","68","2975889","2023579",""
"CORDOBA","GENERALES 2021","NULO","1.7","34377","68","2975889","2023579",""
"CORDOBA","GENERALES 2021","BLANCO","1.41","28531","68","2975889","2023579",""
"CORDOBA","GENERALES 2021","UNION POPULAR FEDERAL","0.83","16341","68","2975889","2023579",""
"CORDOBA","GENERALES 2021","IMPUGNADO","0.02","444","68","2975889","2023579",""
"CORRIENTES","GENERALES 2021","ECO + VAMOS CORRIENTES","58.91","318542","64.81","876580","568069","2"
"CORRIENTES","GENERALES 2021","FRENTE DE TODOS","36.51","197395","64.81","876580","568069","1"
"CORRIENTES","GENERALES 2021","BLANCO","3.16","17957","64.81","876580","568069",""
"CORRIENTES","GENERALES 2021","VAMOS CON VOS","2.55","13766","64.81","876580","568069",""
"CORRIENTES","GENERALES 2021","COMPROMISO FEDERAL","2.03","10999","64.81","876580","568069",""
"CORRIENTES","GENERALES 2021","NULO","1.6","9085","64.81","876580","568069",""
"CORRIENTES","GENERALES 2021","IMPUGNADO","0.05","267","64.81","876580","568069",""
"ENTRE RIOS","GENERALES 2021","JUNTOS POR ENTRE RÍOS","54.52","432314","74.66","1109113","828057","3"
"ENTRE RIOS","GENERALES 2021","FRENTE DE TODOS","31.64","250895","74.66","1109113","828057","2"
"ENTRE RIOS","GENERALES 2021","CONSERVADOR POPULAR","3.7","29340","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","NUEVA IZQUIERDA","3.52","27940","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","FE","3.05","24217","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","NULO","2.79","23139","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","SOCIALISTA","2.11","16769","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","MOVIMIENTO AL SOCIALISMO","1.44","11442","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","BLANCO","1.42","11748","74.66","1109113","828057",""
"ENTRE RIOS","GENERALES 2021","IMPUGNADO","0.03","253","74.66","1109113","828057",""
"FORMOSA","GENERALES 2021","FRENTE DE TODOS","57.65","175171","70.15","460735","323223","1"
"FORMOSA","GENERALES 2021","JUNTOS POR FORMOSA LIBRE","41.57","126298","70.15","460735","323223","1"
"FORMOSA","GENERALES 2021","BLANCO","4.81","15526","70.15","460735","323223",""
"FORMOSA","GENERALES 2021","NULO","1.05","3376","70.15","460735","323223",""
"FORMOSA","GENERALES 2021","PRINCIPIOS Y CONVICCIÓN","0.79","2386","70.15","460735","323223",""
"FORMOSA","GENERALES 2021","IMPUGNADO","0.07","225","70.15","460735","323223",""
"JUJUY","GENERALES 2021","CAMBIA JUJUY","49.06","196293","73.15","571137","417812","1"
"JUJUY","GENERALES 2021","FRENTE DE TODOS","25.86","103464","73.15","571137","417812","1"
"JUJUY","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","25.09","100381","73.15","571137","417812","1"
"JUJUY","GENERALES 2021","NULO","2.94","12280","73.15","571137","417812",""
"JUJUY","GENERALES 2021","BLANCO","1.2","5017","73.15","571137","417812",""
"JUJUY","GENERALES 2021","IMPUGNADO","0.09","376","73.15","571137","417812",""
"LA PAMPA","GENERALES 2021","JUNTOS POR EL CAMBIO","48.01","101259","75.25","292193","219881","2"
"LA PAMPA","GENERALES 2021","FRENTE DE TODOS","42.4","89409","75.25","292193","219881","1"
"LA PAMPA","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","4.31","9100","75.25","292193","219881",""
"LA PAMPA","GENERALES 2021","SOCIALISTA","2.93","6170","75.25","292193","219881",""
"LA PAMPA","GENERALES 2021","NULO","2.38","5238","75.25","292193","219881",""
"LA PAMPA","GENERALES 2021","MOVIMIENTO AL SOCIALISMO","2.35","4955","75.25","292193","219881",""
"LA PAMPA","GENERALES 2021","BLANCO","1.65","3626","75.25","292193","219881",""
"LA PAMPA","GENERALES 2021","IMPUGNADO","0.06","124","75.25","292193","219881",""
"LA RIOJA","GENERALES 2021","FRENTE DE TODOS","56.07","98303","70.35","290918","204669","2"
"LA RIOJA","GENERALES 2021","VAMOS LA RIOJA","27.99","49077","70.35","290918","204669",""
"LA RIOJA","GENERALES 2021","BLANCO","11.23","22980","70.35","290918","204669",""
"LA RIOJA","GENERALES 2021","UNION DEL CENTRO DEMOCRATICO","9.59","16812","70.35","290918","204669",""
"LA RIOJA","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","4.4","7706","70.35","290918","204669",""
"LA RIOJA","GENERALES 2021","NULO","2.94","6022","70.35","290918","204669",""
"LA RIOJA","GENERALES 2021","UNIDOS","1.96","3432","70.35","290918","204669",""
"LA RIOJA","GENERALES 2021","IMPUGNADO","0.16","337","70.35","290918","204669",""
"MENDOZA","GENERALES 2021","CAMBIA MENDOZA","49.54","486149","75.21","1435503","1079612","3"
"MENDOZA","GENERALES 2021","FRENTE DE TODOS","26.11","256199","75.21","1435503","1079612","2"
"MENDOZA","GENERALES 2021","VERDE","9.24","90671","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","BLANCO","6.89","74329","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","4.9","48097","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","VAMOS ! MENDOCINOS","3.88","38038","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","FEDERAL","3.86","37857","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","COMPROMISO FEDERAL","2.47","24284","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","NULO","2.06","22208","75.21","1435503","1079612",""
"MENDOZA","GENERALES 2021","IMPUGNADO","0.08","870","75.21","1435503","1079612",""
"MISIONES","GENERALES 2021","FRENTE JUNTOS POR EL CAMBIO","40.92","256090","68.9","943597","650175","2"
"MISIONES","GENERALES 2021","FRENTE RENOVADOR DE LA CONCORDIA","36.62","229225","68.9","943597","650175","1"
"MISIONES","GENERALES 2021","FRENTE DE TODOS","15.25","95441","68.9","943597","650175",""
"MISIONES","GENERALES 2021","LIBERTAD, VALORES Y CAMBIO","3.64","22773","68.9","943597","650175",""
"MISIONES","GENERALES 2021","DEL OBRERO","3.58","22378","68.9","943597","650175",""
"MISIONES","GENERALES 2021","BLANCO","2.05","13353","68.9","943597","650175",""
"MISIONES","GENERALES 2021","NULO","1.64","10644","68.9","943597","650175",""
"MISIONES","GENERALES 2021","IMPUGNADO","0.04","265","68.9","943597","650175",""
"NEUQUEN","GENERALES 2021","MOVIMIENTO POPULAR NEUQUINO","29.42","111177","76.24","525575","400705","1"
"NEUQUEN","GENERALES 2021","CAMBIA NEUQUEN","22.78","86067","76.24","525575","400705","1"
"NEUQUEN","GENERALES 2021","FRENTE DE TODOS","17.39","65693","76.24","525575","400705","1"
"NEUQUEN","GENERALES 2021","COALICION CIVICA ARI","14.07","53147","76.24","525575","400705",""
"NEUQUEN","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","8.2","30974","76.24","525575","400705",""
"NEUQUEN","GENERALES 2021","MOVIMIENTO LIBRES DEL SUR","5.91","22330","76.24","525575","400705",""
"NEUQUEN","GENERALES 2021","NULO","4.43","17768","76.24","525575","400705",""
"NEUQUEN","GENERALES 2021","SOCIALISTA","2.24","8453","76.24","525575","400705",""
"NEUQUEN","GENERALES 2021","BLANCO","1.21","4833","76.24","525575","400705",""
"NEUQUEN","GENERALES 2021","IMPUGNADO","0.07","263","76.24","525575","400705",""
"RIO NEGRO","GENERALES 2021","JUNTOS SOMOS RIO NEGRO","37.27","138545","71.23","553791","394453","1"
"RIO NEGRO","GENERALES 2021","JUNTOS POR EL CAMBIO","27.16","100955","71.23","553791","394453","1"
"RIO NEGRO","GENERALES 2021","FRENTE DE TODOS","26.96","100199","71.23","553791","394453",""
"RIO NEGRO","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","4.86","18066","71.23","553791","394453",""
"RIO NEGRO","GENERALES 2021","NULO","4.28","16892","71.23","553791","394453",""
"RIO NEGRO","GENERALES 2021","SOCIALISTA","2.15","7980","71.23","553791","394453",""
"RIO NEGRO","GENERALES 2021","MOVIMIENTO AL SOCIALISMO","1.6","5953","71.23","553791","394453",""
"RIO NEGRO","GENERALES 2021","BLANCO","1.42","5606","71.23","553791","394453",""
"RIO NEGRO","GENERALES 2021","IMPUGNADO","0.06","256","71.23","553791","394453",""
"SALTA","GENERALES 2021","FRENTE DE TODOS","32.37","200730","63.22","1046636","661658","2"
"SALTA","GENERALES 2021","JUNTOS POR EL CAMBIO +","30.15","186947","63.22","1046636","661658","1"
"SALTA","GENERALES 2021","FRENTE SI + PRS","13.84","85806","63.22","1046636","661658",""
"SALTA","GENERALES 2021","UNIDOS POR SALTA","11.58","71795","63.22","1046636","661658",""
"SALTA","GENERALES 2021","FELICIDAD","4.63","28688","63.22","1046636","661658",""
"SALTA","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","4.26","26425","63.22","1046636","661658",""
"SALTA","GENERALES 2021","NULO","3.31","21881","63.22","1046636","661658",""
"SALTA","GENERALES 2021","POLITICA OBRERA","3.17","19672","63.22","1046636","661658",""
"SALTA","GENERALES 2021","BLANCO","2.8","18497","63.22","1046636","661658",""
"SALTA","GENERALES 2021","IMPUGNADO","0.18","1217","63.22","1046636","661658",""
"SAN JUAN","GENERALES 2021","FRENTE DE TODOS - TODOS SAN JUAN","43.47","176969","73.56","576479","424060","2"
"SAN JUAN","GENERALES 2021","JUNTOS POR EL CAMBIO","42.23","171923","73.56","576479","424060","1"
"SAN JUAN","GENERALES 2021","CONSENSO ISCHIGUALASTO","8.59","34964","73.56","576479","424060",""
"SAN JUAN","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","5.72","23276","73.56","576479","424060",""
"SAN JUAN","GENERALES 2021","NULO","2.27","9620","73.56","576479","424060",""
"SAN JUAN","GENERALES 2021","BLANCO","1.63","6907","73.56","576479","424060",""
"SAN JUAN","GENERALES 2021","IMPUGNADO","0.09","401","73.56","576479","424060",""
"SAN LUIS","GENERALES 2021","UNIDOS POR SAN LUIS","46.08","124837","77.59","387893","300965","2"
"SAN LUIS","GENERALES 2021","FUERZA SAN LUIS","45.59","123511","77.59","387893","300965","1"
"SAN LUIS","GENERALES 2021","BLANCO","8.08","24306","77.59","387893","300965",""
"SAN LUIS","GENERALES 2021","UNIÓN CÍVICA RADICAL","5.05","13683","77.59","387893","300965",""
"SAN LUIS","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","1.96","5312","77.59","387893","300965",""
"SAN LUIS","GENERALES 2021","NULO","1.7","5108","77.59","387893","300965",""
"SAN LUIS","GENERALES 2021","TODOS UNIDOS","1.33","3600","77.59","387893","300965",""
"SAN LUIS","GENERALES 2021","IMPUGNADO","0.13","398","77.59","387893","300965",""
"SANTA CRUZ","GENERALES 2021","CAMBIA SANTA CRUZ","35.03","57571","67.82","255622","173362","1"
"SANTA CRUZ","GENERALES 2021","SOMOS ENERGIA PARA RENOVAR SANTA CRUZ -SER-","28.29","46500","67.82","255622","173362","1"
"SANTA CRUZ","GENERALES 2021","FRENTE DE TODOS","27.55","45292","67.82","255622","173362","1"
"SANTA CRUZ","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","7.05","11582","67.82","255622","173362",""
"SANTA CRUZ","GENERALES 2021","NULO","4.17","7228","67.82","255622","173362",""
"SANTA CRUZ","GENERALES 2021","MOVIMIENTO AL SOCIALISMO","2.08","3426","67.82","255622","173362",""
"SANTA CRUZ","GENERALES 2021","BLANCO","0.95","1652","67.82","255622","173362",""
"SANTA CRUZ","GENERALES 2021","IMPUGNADO","0.06","111","67.82","255622","173362",""
"SANTA FE","GENERALES 2021","JUNTOS POR EL CAMBIO","40.23","724008","69.43","2760498","1916713","5"
"SANTA FE","GENERALES 2021","FRENTE DE TODOS","31.3","563323","69.43","2760498","1916713","3"
"SANTA FE","GENERALES 2021","FRENTE AMPLIO PROGRESISTA","12.25","220422","69.43","2760498","1916713","1"
"SANTA FE","GENERALES 2021","SOBERANIA POPULAR","4.52","81421","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","UNITE POR LA LIBERTAD Y LA DIGNIDAD","3.91","70362","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","BLANCO","3.23","61894","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","NULO","2.86","54812","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","SOMOS FUTURO","2.26","40708","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","2.2","39508","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","PODEMOS","1.76","31699","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","PRIMERO SANTA FE","1.56","28060","69.43","2760498","1916713",""
"SANTA FE","GENERALES 2021","IMPUGNADO","0.03","496","69.43","2760498","1916713",""
"SANTIAGO DEL ESTERO","GENERALES 2021","FRENTE CIVICO POR SANTIAGO","63.51","338599","73.02","774097","565256","3"
"SANTIAGO DEL ESTERO","GENERALES 2021","FRENTE JUNTOS POR EL CAMBIO","13.47","71837","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","FRENTE PATRIOTICO LABORISTA","8.94","47655","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","FRENTE RENOVADOR","7.27","38763","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","MOVIMIENTO LIBRES DEL SUR","4.86","25889","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","BLANCO","4.48","25333","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","POR UN SANTIAGO OBRERO","1.18","6302","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","NULO","1.13","6405","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","UNITE POR LA LIBERTAD Y LA DIGNIDAD","0.77","4112","73.02","774097","565256",""
"SANTIAGO DEL ESTERO","GENERALES 2021","IMPUGNADO","0.06","361","73.02","774097","565256",""
"TIERRA DEL FUEGO","GENERALES 2021","FRENTE DE TODOS","39.68","37662","72.35","141626","102470","1"
"TIERRA DEL FUEGO","GENERALES 2021","JUNTOS POR EL CAMBIO TIERRA DEL FUEGO","28.92","27454","72.35","141626","102470","1"
"TIERRA DEL FUEGO","GENERALES 2021","SOMOS FUEGUINOS","16.13","15315","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","REPUBLICANOS UNIDOS","6.81","6464","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","NULO","6.04","6185","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","OBRERO","4.08","3873","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","MOVIMIENTO POPULAR FUEGUINO","2.7","2560","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","MOVIMIENTO AL SOCIALISMO","1.68","1595","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","BLANCO","1.19","1217","72.35","141626","102470",""
"TIERRA DEL FUEGO","GENERALES 2021","IMPUGNADO","0.14","145","72.35","141626","102470",""
"TUCUMAN","GENERALES 2021","FRENTE DE TODOS","42.16","406411","79.62","1266757","1008613","2"
"TUCUMAN","GENERALES 2021","JUNTOS POR EL CAMBIO JXC","39.94","385054","79.62","1266757","1008613","2"
"TUCUMAN","GENERALES 2021","FUERZA REPUBLICANA","10.49","101118","79.62","1266757","1008613",""
"TUCUMAN","GENERALES 2021","FRENTE AMPLIO POR TUCUMÁN","3.87","37325","79.62","1266757","1008613",""
"TUCUMAN","GENERALES 2021","FRENTE DE IZQUIERDA Y DE TRABAJADORES - UNIDAD","3.54","34111","79.62","1266757","1008613",""
"TUCUMAN","GENERALES 2021","BLANCO","2.58","26012","79.62","1266757","1008613",""
"TUCUMAN","GENERALES 2021","NULO","1.78","17941","79.62","1266757","1008613",""
"TUCUMAN","GENERALES 2021","IMPUGNADO","0.06","641","79.62","1266757","1008613",""